OBJECTID_1 *,Shape *,StateStructureId,BridgeNumber,BridgeName,FacilitiesCarried,FeaturesIntersected,Owner,Custodian,CityName,CountyName,RegionName,Latitude,Longitude,ParallelStructure,HistoricSignificanceNRHP,HistoricalSignificanceHAER,HistoricSignificanceLocal,YearBuilt,YearRebuilt,StructureLengthByFeet,MaximumSpanLengthFeet,ScreeningLengthBy10th,LanesOn,CurbToCurbWidthFeetAnd10th,OutToOutWidthFeetAnd10th,SidewalkCurbWidthLeftBy10th,SidewalkCurbWidthRightBy10th,MinVertClrncOverDeck,MinVertClrncUnderBridge,MainSpanDesign,MainSpanMaterial,ApproachSpanDesign,ApproachSpanMaterial,SpanType,NumberOfSpans,ServiceOn,ServiceUnder,DesignLoadCode,OpenClosedPosted,OnUnderCode,FederalHighwayClass,ServiceLevel,RouteIdentifier,StateRouteMilepost,AheadBackIndicator,InventoryDirection,Detour,BaseHighwayNetwork,NationalTruckNetwork,STRAHNET,FederalLandsHighway,DeckCondition,SuperstructureCondition,SubstructureCondition,BridgeOverallConditionState,CulvertCondition,ScourCondition,NumberOfUtilites,InspectionFrequency,InspectionDate,InspectionDueDate,PrpsedImprvTypeOfWork,PrpsedImprvWorkMethod,PrpsedImprvStructureLgthByFT,PrpsedImprvRoadwayWdthByFT,PrpsedImprvCostPerSFDeck,PrpsedImprvStructureCost,PrpsedImprvRoadwayCost,PrpsedImprvEngMiscCost,PrpsedImprvTotalCost,PrpsedImprvEstimateYear,TunnelPortalShape,TunnelShape,TunnelLengthByFeet,TunnelGroundConditions,TunnelNumberOfBores,TunnelServiceLevel,TunnelOtherRestriction,TunnelHazardousMatRest,TunnelHeightRestrictionFlag,TunnelMinVertClrncOverRdBy10,TunnelComplexCode,updated_date,Structure ID,ObjectID,Min Need Year
43,Point,000000MD, 28/104,IRRIGATION CANAL,SR 28,IRRIGATION CANAL,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.232445,-119.921585,N,5,<Null>,<Null>,1952,0,57,54,52,2,36,40,0,0,9999,0,4,1,0,0,CTB,1,1,5,5,A,1,3,1,28,26.56,<Null>,B,6,1,Y,0,0,8,7,6,Fair,9,7,2,24,1/31/2022,2/1/2024,35,1,57,40,475,542,108,433,1083,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MD,953,2024
44,Point,000000MF,  2/207,NASON CR,US 2,NASON CR,Washington State,Washington State,UNINCORPORATED,Chelan County,NC,47.769112,-120.803001,N,5,<Null>,<Null>,1953,0,170,80,99.9,2,32,35,0,0,9999,0,4,2,0,0,CTB,3,1,5,0,A,1,2,1,2,81.36,<Null>,B,99,1,Y,0,2,7,7,7,Good,9,5,1,24,8/3/2022,8/3/2024,35,1,170,38,475,1534,307,1227,3068,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MF,787,2024
45,Point,000000MH, 12/610,US 12 OVER ABANDONED RR,US 12,ABANDONED RR GRADE,Washington State,Washington State,UNINCORPORATED,Walla Walla County,SC,46.068275,-118.908028,N,5,<Null>,<Null>,1953,0,145,48,99.9,2,28,35.3,3.2,3.2,9999,0,2,3,0,0,SRB,3,5,0,0,A,1,2,1,12,306.76,<Null>,B,29,1,Y,0,0,6,6,5,Fair,9,N,0,24,4/26/2023,4/26/2025,35,1,145,37,475,1274,255,1019,2548,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MH,431,2024
46,Point,000000MI, 12/612,WALLA WALLA RIVER,US 12,WALLA WALLA RIVER,Washington State,Washington State,UNINCORPORATED,Walla Walla County,SC,46.060612,-118.909386,N,5,<Null>,<Null>,1953,0,369,123,99.9,2,28,36,2.7,2.7,9999,0,2,3,0,0,SG,3,5,5,0,A,1,2,1,12,307.31,<Null>,B,29,1,Y,0,0,6,6,6,Fair,9,5,1,24,3/21/2022,3/21/2024,35,1,369,46,475,4032,806,3225,8063,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MI,594,2024
47,Point,000000ML,206/20.25,DEADMAN CR NO 3,SR 206,DEADMAN CR NO 3,Washington State,Washington State,UNINCORPORATED,Spokane County,EA,47.837757,-117.172485,N,5,<Null>,<Null>,1953,0,20,18,18.4,2,25.5,27.7,0,0,9999,0,2,1,0,0,PRCB,1,1,5,0,A,1,3,1,206,11.09,<Null>,B,6,0,N,0,0,7,7,7,Good,9,U,0,<Null>,<Null>,<Null>,35,1,20,27,475,128,26,102,256,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000ML,875,2024
48,Point,000000MM,503/17,CHELATCHIE CREEK,SR 503,CHELATCHIE CREEK,Washington State,Washington State,UNINCORPORATED,Clark County,SW,45.911087,-122.446785,N,5,<Null>,<Null>,1953,0,31,28,<Null>,2,30,31,0.3,0,9999,0,2,3,0,0,SRB,1,1,5,5,A,1,3,1,503,20.76,<Null>,B,4,1,Y,0,2,8,7,7,Good,9,3,4,24,8/16/2022,8/16/2024,35,1,31,32,475,236,47,188,471,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MM,1304,2024
49,Point,000000MN,503/19,N BRANCH CHELATCHIE CR,SR 503,N BRANCH CHELATCHIE CR,Washington State,Washington State,UNINCORPORATED,Clark County,SW,45.91713,-122.43499,N,5,<Null>,<Null>,1953,0,25,22,22,2,26,28.3,0.3,0.3,9999,0,1,1,0,0,CS,1,1,5,5,A,1,3,1,503,21.58,<Null>,B,4,1,Y,0,2,3,7,7,Poor,9,3,1,24,7/17/2023,7/17/2025,35,1,25,26,475,154,31,124,309,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MN,129,2024
50,Point,000000MP,206/16,DEADMAN CR NO 1,SR 206,DEADMAN CR NO 1,Washington State,Washington State,UNINCORPORATED,Spokane County,EA,47.80225,-117.219193,N,5,<Null>,<Null>,1954,0,32,29,<Null>,2,26.5,29,0,0,9999,0,2,1,0,0,PRCB,1,1,5,0,P,1,3,1,206,6.71,<Null>,B,9,0,N,0,0,7,6,6,Fair,9,5,1,24,8/17/2022,8/17/2024,35,1,32,28,475,213,43,170,426,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MP,873,2024
51,Point,000000MR,503/23.25,CHELATCHIE CREEK,SR 503,CHELATCHIE CREEK,Washington State,Washington State,UNINCORPORATED,Clark County,SW,45.925415,-122.379723,N,1,<Null>,<Null>,1909,1954,17,15,<Null>,2,26,28,0.5,0.5,9999,0,1,1,0,0,CS,1,1,5,5,A,1,3,1,503,24.65,<Null>,B,7,1,Y,0,2,7,7,6,Fair,9,3,2,<Null>,<Null>,<Null>,35,1,17,24,400,82,16,65,163,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MR,1305,2024
52,Point,000000MV,542/28,MAPLE CREEK,SR 542,MAPLE CREEK,Washington State,Washington State,UNINCORPORATED,Whatcom County,NW,48.921276,-122.072021,N,5,<Null>,<Null>,1900,1955,34,32,<Null>,2,24,26,0,0,9999,0,2,3,0,0,SRB,1,1,5,3,A,1,3,1,542,26.18,<Null>,B,99,0,Y,0,2,6,6,6,Fair,9,5,0,24,6/7/2022,6/7/2024,35,1,34,28,475,226,45,181,452,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MV,1400,2024
53,Point,000000MW,260/3,IRRIGATION CANAL,SR 260,IRRIGATION CANAL,Washington State,Washington State,UNINCORPORATED,Franklin County,SC,46.663639,-118.942024,N,5,<Null>,<Null>,1956,0,32,29,29.4,2,39.4,39.4,0,0,9999,0,1,1,0,0,CS,1,1,5,3,A,1,3,1,260,3.07,<Null>,B,4,0,N,0,0,7,7,7,Good,9,U,0,24,2/8/2023,2/8/2025,35,1,32,32,475,243,49,194,486,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000MW,930,2024
54,Point,000000NB,101/29,SOUTH NEMAH R NO 1,US 101,SOUTH NEMAH RIVER,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.475193,-123.884972,N,5,<Null>,<Null>,1957,0,48,37,43,2,29,30.3,0,0,9999,0,2,4,0,0,SRB,3,1,5,3,A,1,2,1,101,32.52,<Null>,B,99,1,Y,2,0,6,6,7,Fair,9,U,1,24,8/24/2021,8/24/2023,35,1,48,38,400,365,73,292,730,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NB,478,2024
55,Point,000000NC,109/25,WRECK CREEK,SR 109,WRECK CREEK,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,47.284443,-124.233833,N,5,<Null>,<Null>,1957,0,137,38,99.9,2,26,29.6,1.8,1.8,9999,0,1,2,0,0,CSTP,4,1,5,0,A,1,3,1,109,35.17,<Null>,B,15,0,Y,0,1,7,7,6,Fair,9,3,1,24,5/22/2023,5/22/2025,35,1,137,30,475,976,195,781,1952,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NC,520,2024
56,Point,000000NJ, 97/355ALT,ENTIAT RIVER,US 97ALT,ENTIAT RIVER,Washington State,Washington State,UNINCORPORATED,Chelan County,NC,47.660889,-120.224998,N,5,<Null>,<Null>,1959,0,406,165,99.9,2,28.6,31.6,0,0,9999,0,5,2,0,0,CBox,3,1,5,3,A,1,2,2,097AR,214.12,<Null>,B,33,1,Y,0,0,7,6,7,Fair,9,8,1,24,7/12/2022,7/12/2024,35,1,406,42,475,4050,810,3240,8100,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NJ,1600,2024
57,Point,000000NO,206/18.25,DEADMAN CR NO 2,SR 206,DEADMAN CR NO 2,Washington State,Washington State,UNINCORPORATED,Spokane County,EA,47.835815,-117.196152,N,5,<Null>,<Null>,1960,0,21,18,18,2,31.5,33.4,0,0,9999,0,2,1,0,0,PRCB,1,1,5,0,A,1,3,1,206,9.61,<Null>,B,4,0,N,0,0,7,7,7,Good,9,3,1,<Null>,<Null>,<Null>,35,1,21,26,475,130,26,104,259,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NO,874,2024
58,Point,000000NP,206/22,DEADMAN CR NO 4,SR 206,DEADMAN CR NO 4,Washington State,Washington State,UNINCORPORATED,Spokane County,EA,47.842785,-117.172493,N,5,<Null>,<Null>,1960,1991,22,18,18.4,2,32,34,0,0,9999,0,22,1,0,0,PRCB,1,1,5,3,A,1,3,1,206,11.45,<Null>,B,6,0,N,0,0,7,6,7,Fair,9,5,1,<Null>,<Null>,<Null>,35,1,22,26,475,136,27,109,272,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NP,876,2024
59,Point,000000NU,505/104,CEDAR CREEK,SR 505,CEDAR CREEK,Washington State,Washington State,UNINCORPORATED,Lewis County,SW,46.429947,-122.709427,N,5,<Null>,<Null>,1962,0,52,50,47,2,24,25.5,0,0,9999,0,2,3,0,0,SRB,1,1,5,0,A,1,3,1,505,13.59,<Null>,B,42,0,N,0,0,8,7,7,Good,9,U,2,24,11/14/2022,11/14/2024,35,1,52,30,475,370,74,296,741,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000NU,1756,2024
60,Point,000000OD, 14/250,ALDER CREEK,SR 14,ALDER CREEK,Washington State,Washington State,UNINCORPORATED,Klickitat County,SW,45.835835,-119.929443,N,5,<Null>,<Null>,1965,0,218,73,99.9,2,28,33.6,1.2,1.2,9999,1210,2,5,0,0,PCG,3,1,6,5,A,1,3,1,14,149.06,<Null>,B,41,1,Y,0,0,4,7,7,Poor,9,5,0,24,5/25/2022,5/25/2024,35,1,218,40,475,2071,414,1657,4142,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OD,9,2024
61,Point,000000OE, 14/302,DEAD CANYON,SR 14,DEAD CANYON,Washington State,Washington State,UNINCORPORATED,Benton County,SC,45.86961,-119.824638,N,5,<Null>,<Null>,1965,0,169,61,99.9,2,28,33.1,1.5,1.5,9999,1500,2,5,0,0,PCG,3,1,6,5,A,1,3,1,14,155.12,<Null>,B,99,1,Y,0,0,6,7,7,Fair,9,8,1,24,5/25/2022,5/25/2024,35,1,169,37,475,1485,297,1188,2970,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OE,644,2024
62,Point,000000OH,501/20,GEE CREEK,SR 501,GEE CREEK,Washington State,Washington State,RIDGEFIELD,Clark County,SW,45.815445,-122.731277,N,5,<Null>,<Null>,1965,0,67,63,62,2,24,28.5,3.5,0,9999,0,3,3,0,0,SG,1,5,5,0,A,1,3,1,501,17.66,<Null>,B,3,0,N,0,0,7,6,6,Fair,9,U,5,24,5/25/2022,5/25/2024,35,1,67,32,475,509,102,407,1018,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OH,1301,2024
63,Point,000000OK,544/13.25,E. FORK JOHNSON CR,SR 544,E. FORK JOHNSON CR,Washington State,Washington State,EVERSON,Whatcom County,NW,48.920185,-122.33445,N,5,<Null>,<Null>,1966,0,18,16,<Null>,2,26.9,28.7,3.5,0,9999,0,2,7,0,0,TTC,1,5,5,2,A,1,3,1,544,8.43,<Null>,B,4,0,N,0,0,6,7,6,Fair,9,7,0,<Null>,<Null>,<Null>,35,1,18,38,475,162,32,130,325,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OK,391,2024
64,Point,000000OL, 20/274.25,CORKINDALE CREEK,SR 20,CORKINDALE CREEK,Washington State,Washington State,UNINCORPORATED,Skagit County,NW,48.508888,-121.483749,N,5,<Null>,<Null>,1967,0,18,16,14.9,2,24.2,26.5,0,0,9999,0,1,1,0,0,CSTP,1,1,5,4,A,1,3,1,20,102.98,<Null>,B,23,1,Y,0,2,7,7,6,Fair,9,U,0,<Null>,<Null>,<Null>,35,1,18,30,475,128,26,102,256,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OL,821,2024
65,Point,000000OM, 24/301,IRRIGATION CANAL,SR 24,IRRIGATION CANAL,Washington State,Washington State,UNINCORPORATED,Adams County,NC,46.737999,-119.307167,N,5,<Null>,<Null>,1967,0,66,29,61,2,38,41.5,0.7,0.7,9999,0,4,1,0,0,CTB,2,1,5,5,A,1,3,1,24,68.15,<Null>,B,92,0,Y,0,0,7,7,7,Good,9,8,0,48,2/14/2023,2/14/2027,35,1,66,30,475,468,94,374,936,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OM,912,2024
66,Point,000000OQ,127/8,DEADMAN CREEK,SR 127,DEADMAN CREEK,Washington State,Washington State,UNINCORPORATED,Garfield County,SC,46.616905,-117.792564,N,5,<Null>,<Null>,1969,0,184,60,99.9,2,40,43.4,0.8,0.8,9999,0,2,6,0,0,PCG,3,1,5,5,A,1,3,1,127,9.13,<Null>,B,15,1,Y,0,0,7,7,8,Good,9,8,0,24,7/26/2022,7/26/2024,35,1,184,42,475,1836,367,1468,3671,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OQ,621,2024
67,Point,000000OR,127/101,SR 127 OVER RAILROAD,SR 127,CAMAS PRAIRIE RR,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.632149,-117.805351,N,5,<Null>,<Null>,1969,0,257,84,99.9,2,40,43.4,0.7,0.7,9999,2409,2,6,0,0,PCG,3,1,2,5,A,1,3,1,127,10.35,<Null>,B,43,1,Y,0,0,7,7,7,Good,9,N,0,48,3/22/2022,3/22/2026,35,1,257,42,475,2564,513,2051,5127,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OR,619,2024
68,Point,000000OT,164/15,SR 164 OVER R ST,SR 164,R ST,Washington State,Washington State,AUBURN,King County,NW,47.291943,-122.208389,N,5,<Null>,<Null>,1970,0,161,160,99.9,4,48,60,5,5,9999,1403,5,5,0,0,POBX,1,5,1,6,A,1,3,1,164,1.49,<Null>,B,1,0,Y,0,0,7,7,7,Good,9,N,0,24,6/30/2022,6/30/2024,35,1,161,58,475,2218,444,1774,4436,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OT,685,2024
69,Point,000000OY,260/103.25,WASHTUCNA ARROYO,SR 260,WASHTUCNA ARROYO,Washington State,Washington State,WASHTUCNA,Adams County,EA,46.755314,-118.31147,N,5,<Null>,<Null>,1900,0,18,8,<Null>,2,22,24,4,0,9999,0,1,2,0,0,CS,2,1,5,2,A,1,3,1,260,39.22,<Null>,B,1,0,N,0,0,7,6,6,Fair,9,U,0,<Null>,<Null>,<Null>,35,1,18,32,475,137,27,110,274,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000OY,928,2024
70,Point,000000PB,512/3W,STEELE ST OVER SR 512,STEELE ST,SR 512,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.159924,-122.467728,R,5,<Null>,<Null>,1975,0,138,68,99.9,2,26,33.9,3.8,3.2,9999,1603,1,2,0,0,CS,2,5,1,6,A,1,4,1,512LX00062,0.06,<Null>,I,1,1,N,0,0,7,7,7,Good,9,N,0,48,7/19/2021,7/19/2025,35,1,138,30,400,828,166,662,1656,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PB,1348,2024
71,Point,000000PC,197/1,COLUMBIA RIVER @ THE DALLES,US 197,"COLUMBIA R, SP & S RY",Oregon,Oregon,UNINCORPORATED,Klickitat County,SW,45.61047,-121.139503,N,1,<Null>,<Null>,1954,0,3345,576,99.9,2,24,32,4,0,1509,5400,10,4,2,4,ST SG SB,5,1,7,4,A,1,3,1,197,0.42,<Null>,B,43,1,Y,0,0,4,5,6,Poor,9,5,2,24,8/30/2022,8/30/2024,35,1,3345,26,475,20656,4131,16524,41311,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PC,92,2024
72,Point,000000PD, 82/280S,COLUMBIA R BR @ UMATILLA,I-82,COLUMBIA RIVER,Washington State,Washington State,UNINCORPORATED,Benton County,SC,45.934944,-119.33033,R,3,<Null>,<Null>,1955,1990,3380,600,99.9,2,27.5,30.1,0,0,1511,0,10,4,2,4,STrus SG,5,1,5,6,A,1,1,1,82,132.36,<Null>,I,1,1,Y,1,0,7,6,7,Fair,9,5,0,24,6/26/2023,6/26/2025,35,1,3380,40,475,32110,6422,25688,64220,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PD,1759,2024
73,Point,000000PF,261/122,SR 261 OVER RAILROAD,SR 261,UP RR,Washington State,Washington State,UNINCORPORATED,Columbia County,SC,46.563965,-118.186165,N,5,<Null>,<Null>,1967,0,170,56,99.9,2,26,31.5,1.5,1.5,9999,2508,2,5,0,0,PCG,3,1,2,6,A,1,3,1,261,12.51,<Null>,B,12,0,N,0,0,5,7,7,Fair,9,N,0,24,3/29/2023,3/29/2025,35,1,170,25,475,1010,202,808,2019,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PF,358,2024
74,Point,000000PG,547/2,SAAR CREEK,SR 547,SAAR CREEK,Washington State,Washington State,UNINCORPORATED,Whatcom County,NW,48.98188,-122.238503,N,5,<Null>,<Null>,1970,0,32,29,<Null>,2,24,25.4,0,0,9999,0,22,1,0,0,PRCB,1,1,5,5,A,1,3,1,547,8.89,<Null>,B,28,0,N,0,0,3,6,7,Poor,9,U,0,24,8/24/2021,8/24/2023,35,1,32,25,475,190,38,152,380,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PG,137,2024
75,Point,000000PR,  5/1E,COLUMBIA R   INTERSTATE,I-5,COLUMBIA RIVER,Oregon,Oregon,VANCOUVER,Clark County,SW,45.618038,-122.675278,R,1,<Null>,<Null>,1916,1958,3538,279,99.9,3,38,45.3,0,5.2,1506,1410,15,3,10,3,SLS STrus CG,1,5,6,2,A,1,1,1,5,0,<Null>,I,1,1,Y,1,0,5,5,5,Fair,9,3,0,24,5/9/2022,5/9/2024,35,1,3538,44,475,36972,7394,29578,73944,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000PR,161,2024
76,Point,000000QC,167/129,S 212TH ST OVER SR 167,S 212TH ST,SR 167 & SPRINGBROOK CK,Washington State,Washington State,KENT,King County,NW,47.412109,-122.221497,N,5,<Null>,<Null>,1973,1992,317,104,99.9,5,61,68.5,5,0,9999,1603,2,5,0,0,PCG,3,1,6,6,A,1,5,1,167LX02240,0.03,<Null>,B,0,1,N,0,0,7,6,7,Fair,9,8,1,24,3/2/2023,3/2/2025,35,1,317,60,475,4522,904,3617,9043,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QC,711,2024
77,Point,000000QD,101/324,BARNES CREEK,US 101,BARNES CREEK,Washington State,Washington State,UNINCORPORATED,Clallam County,OL,48.054913,-123.794083,N,5,<Null>,<Null>,1986,0,84,78,73,2,31.5,35.5,0,0,9999,0,2,5,0,0,PCG,1,1,5,5,A,1,2,1,101,227.64,<Null>,B,50,1,Y,0,0,7,7,7,Good,9,8,0,24,3/14/2023,3/14/2025,35,1,84,33,475,658,132,527,1317,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QD,480,2024
78,Point,000000QR, 21/101,OVERFLOW,SR 21,INTERMITTENT STREAM,Washington State,Washington State,UNINCORPORATED,Adams County,EA,46.777527,-118.547386,N,5,<Null>,<Null>,1981,0,42,42,37,2,30,32,0,0,9999,0,22,5,0,0,PCMWG,1,1,5,4,A,1,3,1,21,10.45,<Null>,B,12,0,N,0,0,7,6,7,Fair,9,5,0,24,2/2/2022,2/2/2024,35,1,42,34,475,339,68,271,678,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QR,878,2024
79,Point,000000QW,547/3,FRONT ST OVER SUMAS R,SR 547,SUMAS RIVER,Washington State,Washington State,UNINCORPORATED,Whatcom County,NW,48.992748,-122.253944,N,5,<Null>,<Null>,1952,0,126,22,99.9,2,24,25.5,0,0,9999,0,1,2,0,0,CS,6,1,5,3,A,1,3,1,547,10.29,<Null>,B,4,0,N,0,0,7,7,7,Good,9,5,1,24,7/24/2023,7/24/2025,35,1,126,27,475,808,162,646,1616,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QW,1409,2024
80,Point,000000QX,530/289,BOHS SLOUGH,SR 530,BOHS SLOUGH,Washington State,Washington State,UNINCORPORATED,Skagit County,NW,48.48222,-121.592361,N,5,<Null>,<Null>,1961,0,76,76,71,2,24.1,25,0,0,9999,0,2,5,0,0,PCBTG,1,1,5,2,A,1,3,1,530,67.2,<Null>,B,23,1,Y,0,1,8,7,7,Good,9,8,0,24,4/25/2023,4/25/2025,35,1,76,32,475,578,116,462,1155,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QX,1394,2024
81,Point,000000QY,530/290,ROCKPORT BRIDGE,SR 530,SKAGIT RIVER,Washington State,Washington State,UNINCORPORATED,Skagit County,NW,48.484165,-121.592972,N,3,<Null>,<Null>,1961,0,506,177,99.9,2,24.3,31.4,4,0,9999,0,2,4,4,1,SG CTB,3,5,5,2,A,1,3,1,530,67.34,<Null>,B,23,1,Y,0,1,7,6,7,Fair,9,5,1,24,5/3/2022,5/3/2024,35,1,506,32,475,3846,769,3076,7691,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000000QY,1395,2024
82,Point,00000BDJ,503/155.25,DOG CREEK CULVERT,SR 503 SPUR,DOG CREEK,Washington State,Washington State,UNINCORPORATED,Cowlitz County,SW,46.043331,-122.309998,N,4,<Null>,<Null>,1945,0,10,8,<Null>,2,0,0,0,0,9999,0,19,7,0,0,TCulv,1,1,5,0,A,1,3,4,503SPCOUGAR,35.83,<Null>,B,99,0,N,0,2,9,9,9,Poor,3,4,0,<Null>,<Null>,<Null>,35,1,10,26,475,62,12,50,124,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,00000BDJ,1781,2024
83,Point,0000267A, 90/132S,YAKIMA RIVER,I-90,YAKIMA RIVER,Washington State,Washington State,UNINCORPORATED,Kittitas County,SC,47.186195,-121.04361,R,5,<Null>,<Null>,1917,1930,206,100,99.9,2,41,43,0,0,9999,0,11,2,0,0,CEFA,2,1,5,0,A,1,1,1,90,78.81,<Null>,I,1,1,Y,1,0,6,6,6,Fair,9,3,0,24,9/28/2021,9/28/2023,35,1,206,43,475,2104,421,1683,4208,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0000267A,1508,2024
84,Point,000034CE, 14/115,SR 14 OVER RAILROAD,SR 14,BN RR,Washington State,Washington State,NORTH BONNEVILLE,Skamania County,SW,45.651554,-121.923058,N,5,<Null>,<Null>,1978,0,319,115,99.9,2,44,47,0,0,9999,2606,2,6,0,0,PCG,3,1,2,6,A,1,3,1,14,40.48,<Null>,B,99,1,Y,0,2,6,7,7,Fair,9,N,0,24,4/5/2022,4/5/2024,35,1,319,42,475,3182,636,2546,6364,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,000034CE,629,2024
