county,year,population,source,rate
Adams,1973,12700,Intercensal Estimate,0.007936507936507908
Asotin,1973,14500,Intercensal Estimate,0.0
Benton,1973,68200,Intercensal Estimate,0.007385524372230501
Chelan,1973,39000,Intercensal Estimate,0.0025706940874035134
Clallam,1973,37700,Intercensal Estimate,0.038567493112947604
Clark,1973,145200,Intercensal Estimate,0.028328611898017053
Columbia,1973,4300,Intercensal Estimate,-0.022727272727272707
Cowlitz,1973,69800,Intercensal Estimate,0.00867052023121384
Douglas,1973,17400,Intercensal Estimate,-0.011363636363636354
Ferry,1973,4100,Intercensal Estimate,0.02499999999999991
Franklin,1973,27200,Intercensal Estimate,0.014925373134328401
Garfield,1973,3000,Intercensal Estimate,-0.0625
Grant,1973,42200,Intercensal Estimate,-0.009389671361502372
Grays Harbor,1973,58900,Intercensal Estimate,-0.008417508417508435
Island,1973,31600,Intercensal Estimate,0.07118644067796609
Jefferson,1973,10700,Intercensal Estimate,0.009433962264151052
King,1973,1145400,Intercensal Estimate,-0.0004363382494109169
Kitsap,1973,101000,Intercensal Estimate,0.014056224899598346
Kittitas,1973,24600,Intercensal Estimate,-0.02766798418972327
Klickitat,1973,12700,Intercensal Estimate,0.007936507936507908
Lewis,1973,47000,Intercensal Estimate,0.012931034482758674
Lincoln,1973,9600,Intercensal Estimate,0.0
Mason,1973,21100,Intercensal Estimate,0.014423076923076872
Okanogan,1973,26100,Intercensal Estimate,-0.011363636363636354
Pacific,1973,15500,Intercensal Estimate,0.006493506493506551
Pend Oreille,1973,6700,Intercensal Estimate,0.046875
Pierce,1973,400100,Intercensal Estimate,-0.007196029776674884
San Juan,1973,5000,Intercensal Estimate,0.08695652173913038
Skagit,1973,52100,Intercensal Estimate,0.0019230769230769162
Skamania,1973,6100,Intercensal Estimate,0.0
Snohomish,1973,263800,Intercensal Estimate,0.0018989745537409952
Spokane,1973,299500,Intercensal Estimate,0.008757157292017537
Stevens,1973,19200,Intercensal Estimate,0.04347826086956519
Thurston,1973,81800,Intercensal Estimate,0.017412935323383172
Wahkiakum,1973,3600,Intercensal Estimate,-0.027027027027026973
Walla Walla,1973,42600,Intercensal Estimate,0.01187648456057011
Whatcom,1973,87700,Intercensal Estimate,0.004581901489117968
Whitman,1973,38300,Intercensal Estimate,0.002617801047120505
Yakima,1973,148300,Intercensal Estimate,0.006105834464043447
Adams,1974,12700,Intercensal Estimate,0.0
Asotin,1974,14700,Intercensal Estimate,0.01379310344827589
Benton,1974,70100,Intercensal Estimate,0.027859237536656867
Chelan,1974,39700,Intercensal Estimate,0.017948717948717885
Clallam,1974,39300,Intercensal Estimate,0.04244031830238737
Clark,1974,151600,Intercensal Estimate,0.0440771349862259
Columbia,1974,4300,Intercensal Estimate,0.0
Cowlitz,1974,70900,Intercensal Estimate,0.015759312320916985
Douglas,1974,17800,Intercensal Estimate,0.02298850574712641
Ferry,1974,4400,Intercensal Estimate,0.07317073170731714
Franklin,1974,27400,Intercensal Estimate,0.007352941176470562
Garfield,1974,2800,Intercensal Estimate,-0.06666666666666665
Grant,1974,42200,Intercensal Estimate,0.0
Grays Harbor,1974,59900,Intercensal Estimate,0.01697792869269943
Island,1974,33200,Intercensal Estimate,0.05063291139240511
Jefferson,1974,11300,Intercensal Estimate,0.05607476635514019
King,1974,1151200,Intercensal Estimate,0.00506373319364406
Kitsap,1974,105900,Intercensal Estimate,0.04851485148514856
Kittitas,1974,24500,Intercensal Estimate,-0.004065040650406471
Klickitat,1974,12800,Intercensal Estimate,0.007874015748031482
Lewis,1974,47500,Intercensal Estimate,0.010638297872340496
Lincoln,1974,9500,Intercensal Estimate,-0.01041666666666663
Mason,1974,22100,Intercensal Estimate,0.04739336492891
Okanogan,1974,26300,Intercensal Estimate,0.00766283524904221
Pacific,1974,15700,Intercensal Estimate,0.012903225806451646
Pend Oreille,1974,7100,Intercensal Estimate,0.05970149253731338
Pierce,1974,413500,Intercensal Estimate,0.03349162709322662
San Juan,1974,5400,Intercensal Estimate,0.08000000000000007
Skagit,1974,53400,Intercensal Estimate,0.0249520153550864
Skamania,1974,6400,Intercensal Estimate,0.049180327868852514
Snohomish,1974,267600,Intercensal Estimate,0.014404852160727843
Spokane,1974,304000,Intercensal Estimate,0.015025041736226985
Stevens,1974,19700,Intercensal Estimate,0.02604166666666674
Thurston,1974,87000,Intercensal Estimate,0.0635696821515892
Wahkiakum,1974,3600,Intercensal Estimate,0.0
Walla Walla,1974,42800,Intercensal Estimate,0.0046948356807512415
Whatcom,1974,89700,Intercensal Estimate,0.022805017103762815
Whitman,1974,38600,Intercensal Estimate,0.007832898172323688
Yakima,1974,152100,Intercensal Estimate,0.02562373567093723
Adams,1975,13100,Intercensal Estimate,0.03149606299212593
Asotin,1975,14800,Intercensal Estimate,0.006802721088435382
Benton,1975,74500,Intercensal Estimate,0.06276747503566327
Chelan,1975,40200,Intercensal Estimate,0.012594458438287104
Clallam,1975,41100,Intercensal Estimate,0.04580152671755733
Clark,1975,156800,Intercensal Estimate,0.03430079155672816
Columbia,1975,4200,Intercensal Estimate,-0.023255813953488413
Cowlitz,1975,72100,Intercensal Estimate,0.016925246826516194
Douglas,1975,18300,Intercensal Estimate,0.028089887640449396
Ferry,1975,4600,Intercensal Estimate,0.045454545454545414
Franklin,1975,27100,Intercensal Estimate,-0.010948905109489093
Garfield,1975,2800,Intercensal Estimate,0.0
Grant,1975,43200,Intercensal Estimate,0.023696682464454888
Grays Harbor,1975,60400,Intercensal Estimate,0.008347245409014992
Island,1975,34700,Intercensal Estimate,0.04518072289156616
Jefferson,1975,11800,Intercensal Estimate,0.04424778761061954
King,1975,1155300,Intercensal Estimate,0.0035615010423906135
Kitsap,1975,116090,Intercensal Estimate,0.09622285174693102
Kittitas,1975,24700,Intercensal Estimate,0.008163265306122547
Klickitat,1975,13400,Intercensal Estimate,0.046875
Lewis,1975,48700,Intercensal Estimate,0.025263157894736876
Lincoln,1975,9500,Intercensal Estimate,0.0
Mason,1975,23500,Intercensal Estimate,0.06334841628959276
Okanogan,1975,26800,Intercensal Estimate,0.019011406844106515
Pacific,1975,15800,Intercensal Estimate,0.006369426751592355
Pend Oreille,1975,7600,Intercensal Estimate,0.07042253521126751
Pierce,1975,421600,Intercensal Estimate,0.01958887545344612
San Juan,1975,5400,Intercensal Estimate,0.0
Skagit,1975,54100,Intercensal Estimate,0.013108614232209659
Skamania,1975,6300,Intercensal Estimate,-0.015625
Snohomish,1975,270100,Intercensal Estimate,0.00934230194319885
Spokane,1975,304300,Intercensal Estimate,0.0009868421052632304
Stevens,1975,21200,Intercensal Estimate,0.07614213197969533
Thurston,1975,90500,Intercensal Estimate,0.04022988505747116
Wahkiakum,1975,3700,Intercensal Estimate,0.02777777777777768
Walla Walla,1975,43500,Intercensal Estimate,0.016355140186915973
Whatcom,1975,91700,Intercensal Estimate,0.02229654403567438
Whitman,1975,38900,Intercensal Estimate,0.007772020725388629
Yakima,1975,155500,Intercensal Estimate,0.02235371466140701
Adams,1976,13709,Intercensal Estimate,0.04648854961832072
Asotin,1976,14900,Intercensal Estimate,0.006756756756756799
Benton,1976,80800,Intercensal Estimate,0.08456375838926178
Chelan,1976,40700,Intercensal Estimate,0.01243781094527363
Clallam,1976,43100,Intercensal Estimate,0.048661800486617945
Clark,1976,161000,Intercensal Estimate,0.02678571428571419
Columbia,1976,4200,Intercensal Estimate,0.0
Cowlitz,1976,72400,Intercensal Estimate,0.004160887656033285
Douglas,1976,19400,Intercensal Estimate,0.060109289617486406
Ferry,1976,4800,Intercensal Estimate,0.04347826086956519
Franklin,1976,29300,Intercensal Estimate,0.08118081180811809
Garfield,1976,2900,Intercensal Estimate,0.03571428571428581
Grant,1976,45100,Intercensal Estimate,0.0439814814814814
Grays Harbor,1976,60200,Intercensal Estimate,-0.0033112582781457123
Island,1976,36300,Intercensal Estimate,0.04610951008645525
Jefferson,1976,12300,Intercensal Estimate,0.04237288135593231
King,1976,1155900,Intercensal Estimate,0.0005193456245131678
Kitsap,1976,121600,Intercensal Estimate,0.04746317512274967
Kittitas,1976,25100,Intercensal Estimate,0.0161943319838056
Klickitat,1976,13600,Intercensal Estimate,0.014925373134328401
Lewis,1976,49100,Intercensal Estimate,0.008213552361396204
Lincoln,1976,9600,Intercensal Estimate,0.010526315789473717
Mason,1976,25000,Intercensal Estimate,0.06382978723404253
Okanogan,1976,27600,Intercensal Estimate,0.029850746268656803
Pacific,1976,16100,Intercensal Estimate,0.018987341772152
Pend Oreille,1976,7800,Intercensal Estimate,0.026315789473684292
Pierce,1976,430800,Intercensal Estimate,0.02182163187855779
San Juan,1976,5700,Intercensal Estimate,0.05555555555555558
Skagit,1976,55300,Intercensal Estimate,0.022181146025878062
Skamania,1976,6200,Intercensal Estimate,-0.015873015873015928
Snohomish,1976,275500,Intercensal Estimate,0.019992595335061036
Spokane,1976,311000,Intercensal Estimate,0.022017745645744435
Stevens,1976,22900,Intercensal Estimate,0.08018867924528306
Thurston,1976,95900,Intercensal Estimate,0.059668508287292754
Wahkiakum,1976,3682,Intercensal Estimate,-0.004864864864864815
Walla Walla,1976,43800,Intercensal Estimate,0.006896551724137945
Whatcom,1976,94600,Intercensal Estimate,0.031624863685932425
Whitman,1976,39100,Intercensal Estimate,0.005141388174807249
Yakima,1976,157900,Intercensal Estimate,0.015434083601286064
Adams,1977,13900,Intercensal Estimate,0.013932453132978306
Asotin,1977,15500,Intercensal Estimate,0.04026845637583887
Benton,1977,86900,Intercensal Estimate,0.07549504950495045
Chelan,1977,41400,Intercensal Estimate,0.017199017199017286
Clallam,1977,44000,Intercensal Estimate,0.02088167053364276
Clark,1977,168400,Intercensal Estimate,0.04596273291925468
Columbia,1977,4100,Intercensal Estimate,-0.023809523809523836
Cowlitz,1977,73700,Intercensal Estimate,0.017955801104972302
Douglas,1977,20200,Intercensal Estimate,0.04123711340206193
Ferry,1977,5147,Intercensal Estimate,0.07229166666666664
Franklin,1977,30300,Intercensal Estimate,0.03412969283276457
Garfield,1977,2900,Intercensal Estimate,0.0
Grant,1977,46100,Intercensal Estimate,0.022172949002217335
Grays Harbor,1977,61400,Intercensal Estimate,0.019933554817275656
Island,1977,37528,Intercensal Estimate,0.03382920110192833
Jefferson,1977,12800,Intercensal Estimate,0.04065040650406515
King,1977,1167500,Intercensal Estimate,0.010035470196383844
Kitsap,1977,128300,Intercensal Estimate,0.05509868421052633
Kittitas,1977,25000,Intercensal Estimate,-0.003984063745019917
Klickitat,1977,14000,Intercensal Estimate,0.02941176470588225
Lewis,1977,50200,Intercensal Estimate,0.022403258655804503
Lincoln,1977,9600,Intercensal Estimate,0.0
Mason,1977,26000,Intercensal Estimate,0.040000000000000036
Okanogan,1977,28300,Intercensal Estimate,0.0253623188405796
Pacific,1977,16300,Intercensal Estimate,0.012422360248447228
Pend Oreille,1977,8000,Intercensal Estimate,0.02564102564102555
Pierce,1977,436600,Intercensal Estimate,0.01346332404828221
San Juan,1977,6100,Intercensal Estimate,0.07017543859649122
Skagit,1977,56200,Intercensal Estimate,0.016274864376130127
Skamania,1977,6800,Intercensal Estimate,0.09677419354838701
Snohomish,1977,282500,Intercensal Estimate,0.025408348457350183
Spokane,1977,318900,Intercensal Estimate,0.02540192926045015
Stevens,1977,24300,Intercensal Estimate,0.06113537117903922
Thurston,1977,100900,Intercensal Estimate,0.05213764337851923
Wahkiakum,1977,3700,Intercensal Estimate,0.004888647474198704
Walla Walla,1977,44400,Intercensal Estimate,0.013698630136986356
Whatcom,1977,97000,Intercensal Estimate,0.025369978858351017
Whitman,1977,39300,Intercensal Estimate,0.005115089514066584
Yakima,1977,161200,Intercensal Estimate,0.020899303356554766
Adams,1978,14000,Intercensal Estimate,0.007194244604316502
Asotin,1978,16000,Intercensal Estimate,0.032258064516129004
Benton,1978,94300,Intercensal Estimate,0.08515535097813576
Chelan,1978,42600,Intercensal Estimate,0.02898550724637672
Clallam,1978,46300,Intercensal Estimate,0.05227272727272725
Clark,1978,174500,Intercensal Estimate,0.03622327790973867
Columbia,1978,4100,Intercensal Estimate,0.0
Cowlitz,1978,75700,Intercensal Estimate,0.027137042062415295
Douglas,1978,21200,Intercensal Estimate,0.04950495049504955
Ferry,1978,5300,Intercensal Estimate,0.029726054012045866
Franklin,1978,32300,Intercensal Estimate,0.06600660066006592
Garfield,1978,2700,Intercensal Estimate,-0.06896551724137934
Grant,1978,46500,Intercensal Estimate,0.008676789587852562
Grays Harbor,1978,63100,Intercensal Estimate,0.027687296416938123
Island,1978,41200,Intercensal Estimate,0.09784694095075674
Jefferson,1978,13900,Intercensal Estimate,0.0859375
King,1978,1191100,Intercensal Estimate,0.020214132762312653
Kitsap,1978,131700,Intercensal Estimate,0.026500389711613392
Kittitas,1978,24800,Intercensal Estimate,-0.008000000000000007
Klickitat,1978,14600,Intercensal Estimate,0.04285714285714293
Lewis,1978,51500,Intercensal Estimate,0.02589641434262946
Lincoln,1978,9600,Intercensal Estimate,0.0
Mason,1978,27500,Intercensal Estimate,0.05769230769230771
Okanogan,1978,29100,Intercensal Estimate,0.028268551236749095
Pacific,1978,16700,Intercensal Estimate,0.024539877300613577
Pend Oreille,1978,8300,Intercensal Estimate,0.03750000000000009
Pierce,1978,454700,Intercensal Estimate,0.04145671094823644
San Juan,1978,6700,Intercensal Estimate,0.09836065573770503
Skagit,1978,58100,Intercensal Estimate,0.03380782918149472
Skamania,1978,6900,Intercensal Estimate,0.014705882352941124
Snohomish,1978,297900,Intercensal Estimate,0.05451327433628328
Spokane,1978,323500,Intercensal Estimate,0.014424584509250549
Stevens,1978,25700,Intercensal Estimate,0.057613168724279795
Thurston,1978,110100,Intercensal Estimate,0.09117938553022786
Wahkiakum,1978,3800,Intercensal Estimate,0.027027027027026973
Walla Walla,1978,44900,Intercensal Estimate,0.011261261261261257
Whatcom,1978,100500,Intercensal Estimate,0.03608247422680422
Whitman,1978,39600,Intercensal Estimate,0.007633587786259444
Yakima,1978,165200,Intercensal Estimate,0.02481389578163773
Adams,1979,13800,Intercensal Estimate,-0.014285714285714235
Asotin,1979,16400,Intercensal Estimate,0.02499999999999991
Benton,1979,102800,Intercensal Estimate,0.09013785790031803
Chelan,1979,43800,Intercensal Estimate,0.028169014084507005
Clallam,1979,49300,Intercensal Estimate,0.06479481641468676
Clark,1979,183500,Intercensal Estimate,0.05157593123209159
Columbia,1979,4100,Intercensal Estimate,0.0
Cowlitz,1979,78000,Intercensal Estimate,0.03038309114927351
Douglas,1979,21600,Intercensal Estimate,0.018867924528301883
Ferry,1979,5700,Intercensal Estimate,0.07547169811320753
Franklin,1979,34000,Intercensal Estimate,0.05263157894736836
Garfield,1979,2600,Intercensal Estimate,-0.03703703703703709
Grant,1979,47400,Intercensal Estimate,0.019354838709677358
Grays Harbor,1979,64400,Intercensal Estimate,0.020602218700475516
Island,1979,42200,Intercensal Estimate,0.024271844660194164
Jefferson,1979,14800,Intercensal Estimate,0.06474820143884896
King,1979,1228300,Intercensal Estimate,0.03123163462345735
Kitsap,1979,137800,Intercensal Estimate,0.046317388003037196
Kittitas,1979,24600,Intercensal Estimate,-0.008064516129032251
Klickitat,1979,15200,Intercensal Estimate,0.041095890410958846
Lewis,1979,53500,Intercensal Estimate,0.03883495145631066
Lincoln,1979,9600,Intercensal Estimate,0.0
Mason,1979,29200,Intercensal Estimate,0.06181818181818177
Okanogan,1979,30000,Intercensal Estimate,0.030927835051546282
Pacific,1979,16900,Intercensal Estimate,0.011976047904191711
Pend Oreille,1979,8400,Intercensal Estimate,0.012048192771084265
Pierce,1979,469000,Intercensal Estimate,0.03144930723553996
San Juan,1979,7300,Intercensal Estimate,0.08955223880597019
Skagit,1979,60400,Intercensal Estimate,0.03958691910499135
Skamania,1979,7400,Intercensal Estimate,0.07246376811594213
Snohomish,1979,318800,Intercensal Estimate,0.07015777106411547
Spokane,1979,334100,Intercensal Estimate,0.032766615146831546
Stevens,1979,27400,Intercensal Estimate,0.06614785992217898
Thurston,1979,115700,Intercensal Estimate,0.050862851952770294
Wahkiakum,1979,3800,Intercensal Estimate,0.0
Walla Walla,1979,46100,Intercensal Estimate,0.026726057906458767
Whatcom,1979,103400,Intercensal Estimate,0.028855721393034717
Whitman,1979,39800,Intercensal Estimate,0.005050505050504972
Yakima,1979,168100,Intercensal Estimate,0.017554479418886215
Adams,1980,13267,Census Count,-0.03862318840579715
Asotin,1980,16823,Census Count,0.025792682926829347
Benton,1980,109444,Census Count,0.06463035019455243
Chelan,1980,45061,Census Count,0.028789954337899548
Clallam,1980,51648,Census Count,0.04762677484787026
Clark,1980,192227,Census Count,0.04755858310626704
Columbia,1980,4057,Census Count,-0.01048780487804879
Cowlitz,1980,79548,Census Count,0.019846153846153847
Douglas,1980,22144,Census Count,0.0251851851851852
Ferry,1980,5811,Census Count,0.01947368421052631
Franklin,1980,35025,Census Count,0.030147058823529305
Garfield,1980,2468,Census Count,-0.05076923076923079
Grant,1980,48522,Census Count,0.02367088607594936
Grays Harbor,1980,66314,Census Count,0.02972049689441003
Island,1980,44048,Census Count,0.04379146919431287
Jefferson,1980,15965,Census Count,0.07871621621621627
King,1980,1269898,Census Count,0.03386631930310191
Kitsap,1980,147152,Census Count,0.06786647314949201
Kittitas,1980,24877,Census Count,0.01126016260162599
Klickitat,1980,15822,Census Count,0.04092105263157886
Lewis,1980,56025,Census Count,0.047196261682243
Lincoln,1980,9604,Census Count,0.0004166666666667318
Mason,1980,31184,Census Count,0.06794520547945204
Okanogan,1980,30663,Census Count,0.02210000000000001
Pacific,1980,17237,Census Count,0.019940828402366773
Pend Oreille,1980,8580,Census Count,0.021428571428571352
Pierce,1980,485667,Census Count,0.03553731343283584
San Juan,1980,7838,Census Count,0.07369863013698641
Skagit,1980,64138,Census Count,0.06188741721854307
Skamania,1980,7919,Census Count,0.07013513513513514
Snohomish,1980,337720,Census Count,0.05934755332496855
Spokane,1980,341835,Census Count,0.023151750972762564
Stevens,1980,28979,Census Count,0.05762773722627745
Thurston,1980,124264,Census Count,0.07401901469317207
Wahkiakum,1980,3832,Census Count,0.008421052631578885
Walla Walla,1980,47435,Census Count,0.02895878524945772
Whatcom,1980,106701,Census Count,0.03192456479690531
Whitman,1980,40103,Census Count,0.007613065326633084
Yakima,1980,172508,Census Count,0.026222486615109952
Adams,1981,13323,Intercensal Estimate,0.0042209994723749755
Asotin,1981,16804,Intercensal Estimate,-0.0011294061701242475
Benton,1981,110608,Intercensal Estimate,0.01063557618508093
Chelan,1981,46050,Intercensal Estimate,0.02194802600918755
Clallam,1981,51891,Intercensal Estimate,0.004704925650557579
Clark,1981,196475,Intercensal Estimate,0.02209887268697952
Columbia,1981,4063,Intercensal Estimate,0.0014789253142717396
Cowlitz,1981,79608,Intercensal Estimate,0.0007542615779152495
Douglas,1981,22468,Intercensal Estimate,0.014631502890173342
Ferry,1981,5929,Intercensal Estimate,0.020306315608328962
Franklin,1981,35741,Intercensal Estimate,0.02044254104211274
Garfield,1981,2465,Intercensal Estimate,-0.001215559157212276
Grant,1981,48523,Intercensal Estimate,2.060920819424439e-05
Grays Harbor,1981,66273,Intercensal Estimate,-0.0006182706517477987
Island,1981,45442,Intercensal Estimate,0.03164729386124221
Jefferson,1981,16735,Intercensal Estimate,0.04823050422799868
King,1981,1301898,Intercensal Estimate,0.025198874240293323
Kitsap,1981,155659,Intercensal Estimate,0.05781097096879417
Kittitas,1981,25111,Intercensal Estimate,0.0094062788921494
Klickitat,1981,16174,Intercensal Estimate,0.022247503476172437
Lewis,1981,56084,Intercensal Estimate,0.0010531012940651063
Lincoln,1981,9557,Intercensal Estimate,-0.00489379425239489
Mason,1981,32113,Intercensal Estimate,0.029790918419702495
Okanogan,1981,31192,Intercensal Estimate,0.017252062746632824
Pacific,1981,17669,Intercensal Estimate,0.025062365840923695
Pend Oreille,1981,8675,Intercensal Estimate,0.011072261072261114
Pierce,1981,502248,Intercensal Estimate,0.0341406766364607
San Juan,1981,8091,Intercensal Estimate,0.03227864251084456
Skagit,1981,64930,Intercensal Estimate,0.012348373818952929
Skamania,1981,7849,Intercensal Estimate,-0.008839499936860729
Snohomish,1981,349596,Intercensal Estimate,0.035165225630700014
Spokane,1981,346814,Intercensal Estimate,0.014565506750332746
Stevens,1981,29392,Intercensal Estimate,0.01425169950653915
Thurston,1981,128417,Intercensal Estimate,0.033420781561836144
Wahkiakum,1981,3747,Intercensal Estimate,-0.022181628392484387
Walla Walla,1981,47133,Intercensal Estimate,-0.006366606935806929
Whatcom,1981,109378,Intercensal Estimate,0.0250887995426472
Whitman,1981,40832,Intercensal Estimate,0.018178191157768753
Yakima,1981,174302,Intercensal Estimate,0.010399517703526762
Adams,1982,13406,Intercensal Estimate,0.0062298281167905145
Asotin,1982,16907,Intercensal Estimate,0.006129492977862361
Benton,1982,114265,Intercensal Estimate,0.0330627079415593
Chelan,1982,45915,Intercensal Estimate,-0.002931596091205191
Clallam,1982,51485,Intercensal Estimate,-0.007824092809928462
Clark,1982,199684,Intercensal Estimate,0.016332866776943566
Columbia,1982,4060,Intercensal Estimate,-0.0007383706620723851
Cowlitz,1982,78998,Intercensal Estimate,-0.007662546477740895
Douglas,1982,22477,Intercensal Estimate,0.0004005696991276064
Ferry,1982,6014,Intercensal Estimate,0.014336313037611736
Franklin,1982,36687,Intercensal Estimate,0.026468201785064815
Garfield,1982,2437,Intercensal Estimate,-0.011359026369168412
Grant,1982,48753,Intercensal Estimate,0.004740020196607686
Grays Harbor,1982,65364,Intercensal Estimate,-0.013715992938300614
Island,1982,46558,Intercensal Estimate,0.0245587782227894
Jefferson,1982,17017,Intercensal Estimate,0.016850911263818436
King,1982,1318674,Intercensal Estimate,0.012885802113529632
Kitsap,1982,156729,Intercensal Estimate,0.006874000218426213
Kittitas,1982,25118,Intercensal Estimate,0.0002787622954083524
Klickitat,1982,16198,Intercensal Estimate,0.0014838629899838196
Lewis,1982,56114,Intercensal Estimate,0.0005349119178374995
Lincoln,1982,9483,Intercensal Estimate,-0.00774301559066648
Mason,1982,32893,Intercensal Estimate,0.024289228661289908
Okanogan,1982,31718,Intercensal Estimate,0.016863298281610595
Pacific,1982,17732,Intercensal Estimate,0.003565566811930543
Pend Oreille,1982,8653,Intercensal Estimate,-0.0025360230547550877
Pierce,1982,505888,Intercensal Estimate,0.007247415619375364
San Juan,1982,8352,Intercensal Estimate,0.032258064516129004
Skagit,1982,66786,Intercensal Estimate,0.02858462960110897
Skamania,1982,7889,Intercensal Estimate,0.005096190597528416
Snohomish,1982,357746,Intercensal Estimate,0.02331262371423004
Spokane,1982,346674,Intercensal Estimate,-0.0004036745921445206
Stevens,1982,29727,Intercensal Estimate,0.011397659227000645
Thurston,1982,131506,Intercensal Estimate,0.024054447619863417
Wahkiakum,1982,3758,Intercensal Estimate,0.002935681878836416
Walla Walla,1982,47711,Intercensal Estimate,0.012263170178006932
Whatcom,1982,110986,Intercensal Estimate,0.014701311049754029
Whitman,1982,40061,Intercensal Estimate,-0.018882249216300995
Yakima,1982,176105,Intercensal Estimate,0.010344115385939379
Adams,1983,13378,Intercensal Estimate,-0.0020886170371475776
Asotin,1983,16838,Intercensal Estimate,-0.004081149819601393
Benton,1983,113055,Intercensal Estimate,-0.010589419332253991
Chelan,1983,47454,Intercensal Estimate,0.03351845802025477
Clallam,1983,52055,Intercensal Estimate,0.011071185782266735
Clark,1983,202164,Intercensal Estimate,0.012419623004346958
Columbia,1983,4044,Intercensal Estimate,-0.003940886699507429
Cowlitz,1983,79334,Intercensal Estimate,0.004253272234740146
Douglas,1983,22619,Intercensal Estimate,0.006317569070605433
Ferry,1983,6054,Intercensal Estimate,0.006651147322913165
Franklin,1983,36756,Intercensal Estimate,0.0018807752064764482
Garfield,1983,2446,Intercensal Estimate,0.0036930652441526934
Grant,1983,49820,Intercensal Estimate,0.02188583266670774
Grays Harbor,1983,65236,Intercensal Estimate,-0.0019582644880974387
Island,1983,47551,Intercensal Estimate,0.02132823574895837
Jefferson,1983,16924,Intercensal Estimate,-0.005465123112181947
King,1983,1317476,Intercensal Estimate,-0.0009084883754437723
Kitsap,1983,161021,Intercensal Estimate,0.027384849006884426
Kittitas,1983,25336,Intercensal Estimate,0.008679034955012321
Klickitat,1983,16258,Intercensal Estimate,0.003704161007531903
Lewis,1983,55971,Intercensal Estimate,-0.0025483836475745925
Lincoln,1983,9337,Intercensal Estimate,-0.01539597173890117
Mason,1983,33722,Intercensal Estimate,0.025202930714741667
Okanogan,1983,32362,Intercensal Estimate,0.020303928368749613
Pacific,1983,17877,Intercensal Estimate,0.008177306564403297
Pend Oreille,1983,8741,Intercensal Estimate,0.010169883277475922
Pierce,1983,512583,Intercensal Estimate,0.013234154595483494
San Juan,1983,8532,Intercensal Estimate,0.02155172413793105
Skagit,1983,68369,Intercensal Estimate,0.02370257239541229
Skamania,1983,7966,Intercensal Estimate,0.00976042590949433
Snohomish,1983,363551,Intercensal Estimate,0.01622659652379066
Spokane,1983,346077,Intercensal Estimate,-0.001722078956022055
Stevens,1983,30042,Intercensal Estimate,0.010596427490160432
Thurston,1983,134134,Intercensal Estimate,0.01998387906255239
Wahkiakum,1983,3706,Intercensal Estimate,-0.01383714741883979
Walla Walla,1983,48248,Intercensal Estimate,0.011255266081197313
Whatcom,1983,112034,Intercensal Estimate,0.009442632404087048
Whitman,1983,39830,Intercensal Estimate,-0.005766206535034124
Yakima,1983,178327,Intercensal Estimate,0.012617472530592533
Adams,1984,13389,Intercensal Estimate,0.0008222454776498633
Asotin,1984,17013,Intercensal Estimate,0.010393158332343555
Benton,1984,109931,Intercensal Estimate,-0.027632568219008502
Chelan,1984,48619,Intercensal Estimate,0.02455009061406832
Clallam,1984,52547,Intercensal Estimate,0.009451541638651362
Clark,1984,203757,Intercensal Estimate,0.007879741200213619
Columbia,1984,4045,Intercensal Estimate,0.0002472799208703691
Cowlitz,1984,79490,Intercensal Estimate,0.0019663700305039278
Douglas,1984,22793,Intercensal Estimate,0.007692647773995365
Ferry,1984,6036,Intercensal Estimate,-0.0029732408325073845
Franklin,1984,36987,Intercensal Estimate,0.006284688214169165
Garfield,1984,2441,Intercensal Estimate,-0.0020441537203598203
Grant,1984,50558,Intercensal Estimate,0.01481332798073054
Grays Harbor,1984,64754,Intercensal Estimate,-0.0073885584646514735
Island,1984,48224,Intercensal Estimate,0.014153224958465715
Jefferson,1984,17479,Intercensal Estimate,0.03279366580004717
King,1984,1333872,Intercensal Estimate,0.012445008485923115
Kitsap,1984,163495,Intercensal Estimate,0.015364455567907331
Kittitas,1984,25344,Intercensal Estimate,0.000315756236185738
Klickitat,1984,16315,Intercensal Estimate,0.003505966293517071
Lewis,1984,56774,Intercensal Estimate,0.014346715263261256
Lincoln,1984,9289,Intercensal Estimate,-0.005140837528114006
Mason,1984,34980,Intercensal Estimate,0.037305023426843054
Okanogan,1984,32648,Intercensal Estimate,0.008837525492862097
Pacific,1984,17921,Intercensal Estimate,0.0024612630754601295
Pend Oreille,1984,8777,Intercensal Estimate,0.0041185219082484625
Pierce,1984,520504,Intercensal Estimate,0.015453107106556452
San Juan,1984,8797,Intercensal Estimate,0.031059540553211473
Skagit,1984,68634,Intercensal Estimate,0.0038760256841550156
Skamania,1984,7973,Intercensal Estimate,0.0008787346221441616
Snohomish,1984,370568,Intercensal Estimate,0.019301280975709156
Spokane,1984,347789,Intercensal Estimate,0.004946875984246368
Stevens,1984,30446,Intercensal Estimate,0.013447839691099084
Thurston,1984,136895,Intercensal Estimate,0.020583893718222113
Wahkiakum,1984,3685,Intercensal Estimate,-0.005666486778197477
Walla Walla,1984,48344,Intercensal Estimate,0.0019897197811307166
Whatcom,1984,113717,Intercensal Estimate,0.015022225395862066
Whitman,1984,39123,Intercensal Estimate,-0.01775043936731102
Yakima,1984,180094,Intercensal Estimate,0.009908763114951702
