county,year,population,source,rate
Adams,1985,13417,Intercensal Estimate,0.0020912689521248584
Asotin,1985,17153,Intercensal Estimate,0.008229001351907295
Benton,1985,108451,Intercensal Estimate,-0.013462990421264198
Chelan,1985,49250,Intercensal Estimate,0.012978465209074752
Clallam,1985,52464,Intercensal Estimate,-0.0015795383180771116
Clark,1985,206743,Intercensal Estimate,0.01465471124918416
Columbia,1985,4046,Intercensal Estimate,0.00024721878862798974
Cowlitz,1985,79258,Intercensal Estimate,-0.0029186061139766517
Douglas,1985,23205,Intercensal Estimate,0.018075725003290577
Ferry,1985,6016,Intercensal Estimate,-0.0033134526176276102
Franklin,1985,36584,Intercensal Estimate,-0.010895720117879204
Garfield,1985,2417,Intercensal Estimate,-0.009832036050798854
Grant,1985,50804,Intercensal Estimate,0.004865698801376661
Grays Harbor,1985,63869,Intercensal Estimate,-0.013667109367761054
Island,1985,49661,Intercensal Estimate,0.02979844061048431
Jefferson,1985,17873,Intercensal Estimate,0.02254133531666569
King,1985,1356552,Intercensal Estimate,0.017003130735183003
Kitsap,1985,168708,Intercensal Estimate,0.03188476711826049
Kittitas,1985,25407,Intercensal Estimate,0.002485795454545414
Klickitat,1985,16504,Intercensal Estimate,0.011584431504750192
Lewis,1985,56592,Intercensal Estimate,-0.0032056927466798113
Lincoln,1985,9232,Intercensal Estimate,-0.006136290235762676
Mason,1985,35124,Intercensal Estimate,0.004116638078902168
Okanogan,1985,32686,Intercensal Estimate,0.0011639304092134761
Pacific,1985,17763,Intercensal Estimate,-0.008816472295072875
Pend Oreille,1985,8743,Intercensal Estimate,-0.0038737609661615435
Pierce,1985,529753,Intercensal Estimate,0.01776931589382591
San Juan,1985,8904,Intercensal Estimate,0.0121632374673184
Skagit,1985,69472,Intercensal Estimate,0.012209691989393034
Skamania,1985,7945,Intercensal Estimate,-0.0035118525021948788
Snohomish,1985,381094,Intercensal Estimate,0.028405043069018365
Spokane,1985,351417,Intercensal Estimate,0.010431612270658253
Stevens,1985,30667,Intercensal Estimate,0.0072587532023911105
Thurston,1985,139737,Intercensal Estimate,0.020760436831148033
Wahkiakum,1985,3504,Intercensal Estimate,-0.04911804613297155
Walla Walla,1985,48287,Intercensal Estimate,-0.0011790501406586662
Whatcom,1985,115483,Intercensal Estimate,0.015529780068063603
Whitman,1985,39511,Intercensal Estimate,0.009917439869130629
Yakima,1985,181468,Intercensal Estimate,0.007629349117683093
Adams,1986,13430,Intercensal Estimate,0.0009689200268316878
Asotin,1986,17030,Intercensal Estimate,-0.007170757301929731
Benton,1986,108840,Intercensal Estimate,0.0035868733345012505
Chelan,1986,49372,Intercensal Estimate,0.0024771573604061015
Clallam,1986,52837,Intercensal Estimate,0.007109637084476983
Clark,1986,210423,Intercensal Estimate,0.017799877142152365
Columbia,1986,4044,Intercensal Estimate,-0.0004943153732080985
Cowlitz,1986,78457,Intercensal Estimate,-0.010106235332710933
Douglas,1986,23585,Intercensal Estimate,0.016375781081663376
Ferry,1986,6034,Intercensal Estimate,0.002992021276595702
Franklin,1986,36388,Intercensal Estimate,-0.005357533347911669
Garfield,1986,2396,Intercensal Estimate,-0.008688456764584185
Grant,1986,51602,Intercensal Estimate,0.015707424612235288
Grays Harbor,1986,62715,Intercensal Estimate,-0.01806823341527186
Island,1986,51023,Intercensal Estimate,0.02742594792694475
Jefferson,1986,18316,Intercensal Estimate,0.02478599004084381
King,1986,1376073,Intercensal Estimate,0.01439015975797453
Kitsap,1986,167429,Intercensal Estimate,-0.007581146122294102
Kittitas,1986,25271,Intercensal Estimate,-0.0053528555122603905
Klickitat,1986,16154,Intercensal Estimate,-0.02120698012603006
Lewis,1986,56732,Intercensal Estimate,0.0024738478936952024
Lincoln,1986,8965,Intercensal Estimate,-0.028921143847487008
Mason,1986,35709,Intercensal Estimate,0.016655278442090804
Okanogan,1986,32552,Intercensal Estimate,-0.004099614513859096
Pacific,1986,17692,Intercensal Estimate,-0.003997072566571003
Pend Oreille,1986,8760,Intercensal Estimate,0.0019444126729954991
Pierce,1986,536252,Intercensal Estimate,0.012267981493262026
San Juan,1986,9136,Intercensal Estimate,0.02605570530098822
Skagit,1986,70963,Intercensal Estimate,0.02146188392445869
Skamania,1986,7946,Intercensal Estimate,0.0001258653241031915
Snohomish,1986,393096,Intercensal Estimate,0.03149354227565904
Spokane,1986,350347,Intercensal Estimate,-0.0030448157032813006
Stevens,1986,30618,Intercensal Estimate,-0.0015978087194704615
Thurston,1986,143374,Intercensal Estimate,0.026027465882336065
Wahkiakum,1986,3413,Intercensal Estimate,-0.0259703196347032
Walla Walla,1986,48162,Intercensal Estimate,-0.0025886884668751
Whatcom,1986,116202,Intercensal Estimate,0.006226024609682801
Whitman,1986,38780,Intercensal Estimate,-0.01850117688744901
Yakima,1986,182073,Intercensal Estimate,0.0033339211321004036
Adams,1987,13467,Intercensal Estimate,0.002755026061057375
Asotin,1987,17095,Intercensal Estimate,0.003816793893129722
Benton,1987,109637,Intercensal Estimate,0.007322675486953312
Chelan,1987,49514,Intercensal Estimate,0.002876124118933898
Clallam,1987,52793,Intercensal Estimate,-0.000832749777617936
Clark,1987,213961,Intercensal Estimate,0.016813751348474293
Columbia,1987,4040,Intercensal Estimate,-0.0009891196834816984
Cowlitz,1987,78929,Intercensal Estimate,0.006016034260805325
Douglas,1987,23694,Intercensal Estimate,0.004621581513673867
Ferry,1987,5870,Intercensal Estimate,-0.027179317202519093
Franklin,1987,36659,Intercensal Estimate,0.0074475101681872324
Garfield,1987,2333,Intercensal Estimate,-0.026293823038397335
Grant,1987,51904,Intercensal Estimate,0.005852486337738938
Grays Harbor,1987,62801,Intercensal Estimate,0.0013712827872118805
Island,1987,52436,Intercensal Estimate,0.02769339317562669
Jefferson,1987,18533,Intercensal Estimate,0.011847564970517643
King,1987,1400193,Intercensal Estimate,0.01752813985885915
Kitsap,1987,172007,Intercensal Estimate,0.027342933422525473
Kittitas,1987,25407,Intercensal Estimate,0.0053816627755134405
Klickitat,1987,16032,Intercensal Estimate,-0.007552309025628312
Lewis,1987,57142,Intercensal Estimate,0.007226961855742786
Lincoln,1987,8941,Intercensal Estimate,-0.002677077523703275
Mason,1987,36290,Intercensal Estimate,0.01627040802038704
Okanogan,1987,32621,Intercensal Estimate,0.002119685426394735
Pacific,1987,17732,Intercensal Estimate,0.002260908885372004
Pend Oreille,1987,8772,Intercensal Estimate,0.00136986301369868
Pierce,1987,546305,Intercensal Estimate,0.018746783228780428
San Juan,1987,9247,Intercensal Estimate,0.012149737302977304
Skagit,1987,71385,Intercensal Estimate,0.005946760988120525
Skamania,1987,8061,Intercensal Estimate,0.014472690661968324
Snohomish,1987,406092,Intercensal Estimate,0.03306062641186891
Spokane,1987,348702,Intercensal Estimate,-0.0046953449009125015
Stevens,1987,30796,Intercensal Estimate,0.005813573714808173
Thurston,1987,146731,Intercensal Estimate,0.023414287109238874
Wahkiakum,1987,3409,Intercensal Estimate,-0.001171989452094957
Walla Walla,1987,48169,Intercensal Estimate,0.0001453428013786784
Whatcom,1987,117670,Intercensal Estimate,0.01263317326724156
Whitman,1987,38309,Intercensal Estimate,-0.012145435791645176
Yakima,1987,183398,Intercensal Estimate,0.007277300862840619
Adams,1988,13503,Intercensal Estimate,0.002673201158387206
Asotin,1988,17188,Intercensal Estimate,0.005440187189236667
Benton,1988,110407,Intercensal Estimate,0.007023176482391813
Chelan,1988,50576,Intercensal Estimate,0.021448479217998973
Clallam,1988,54396,Intercensal Estimate,0.030363873998446866
Clark,1988,219049,Intercensal Estimate,0.023780034679217188
Columbia,1988,4045,Intercensal Estimate,0.0012376237623761277
Cowlitz,1988,79402,Intercensal Estimate,0.005992727641297879
Douglas,1988,24429,Intercensal Estimate,0.031020511521904215
Ferry,1988,6069,Intercensal Estimate,0.03390119250425894
Franklin,1988,36909,Intercensal Estimate,0.00681960773616308
Garfield,1988,2325,Intercensal Estimate,-0.0034290612944706256
Grant,1988,52343,Intercensal Estimate,0.00845792231812581
Grays Harbor,1988,63304,Intercensal Estimate,0.00800942660148718
Island,1988,54370,Intercensal Estimate,0.03688305744145248
Jefferson,1988,19130,Intercensal Estimate,0.03221280958290618
King,1988,1428604,Intercensal Estimate,0.020290774200413697
Kitsap,1988,179365,Intercensal Estimate,0.04277732882964069
Kittitas,1988,25842,Intercensal Estimate,0.017121265792891638
Klickitat,1988,16060,Intercensal Estimate,0.0017465069860278515
Lewis,1988,57851,Intercensal Estimate,0.01240768611529175
Lincoln,1988,8953,Intercensal Estimate,0.0013421317526003396
Mason,1988,36988,Intercensal Estimate,0.019233948746210983
Okanogan,1988,32828,Intercensal Estimate,0.006345605591490111
Pacific,1988,18177,Intercensal Estimate,0.025095871870065345
Pend Oreille,1988,8775,Intercensal Estimate,0.00034199726402195374
Pierce,1988,558258,Intercensal Estimate,0.021879719204473735
San Juan,1988,9449,Intercensal Estimate,0.021844922677625167
Skagit,1988,73405,Intercensal Estimate,0.028297261329411016
Skamania,1988,8106,Intercensal Estimate,0.005582433941198284
Snohomish,1988,422387,Intercensal Estimate,0.040126375304118334
Spokane,1988,349415,Intercensal Estimate,0.0020447258690801107
Stevens,1988,30725,Intercensal Estimate,-0.00230549422002857
Thurston,1988,150188,Intercensal Estimate,0.02356012021999443
Wahkiakum,1988,3351,Intercensal Estimate,-0.017013787034320882
Walla Walla,1988,48085,Intercensal Estimate,-0.0017438601590233915
Whatcom,1988,119879,Intercensal Estimate,0.018772839296337107
Whitman,1988,38022,Intercensal Estimate,-0.0074917121303088585
Yakima,1988,184710,Intercensal Estimate,0.007153840281791446
Adams,1989,13570,Intercensal Estimate,0.0049618603273346995
Asotin,1989,17325,Intercensal Estimate,0.00797067721666278
Benton,1989,111354,Intercensal Estimate,0.008577354696713169
Chelan,1989,51072,Intercensal Estimate,0.009807023093957534
Clallam,1989,55257,Intercensal Estimate,0.01582836973306856
Clark,1989,226187,Intercensal Estimate,0.03258631630365816
Columbia,1989,4053,Intercensal Estimate,0.001977750309023474
Cowlitz,1989,80867,Intercensal Estimate,0.01845041686607396
Douglas,1989,25060,Intercensal Estimate,0.025829956199598936
Ferry,1989,6149,Intercensal Estimate,0.013181743285549441
Franklin,1989,37221,Intercensal Estimate,0.008453222791189097
Garfield,1989,2253,Intercensal Estimate,-0.030967741935483906
Grant,1989,52644,Intercensal Estimate,0.005750530156849898
Grays Harbor,1989,63921,Intercensal Estimate,0.009746619486920238
Island,1989,56523,Intercensal Estimate,0.039599043590215155
Jefferson,1989,19673,Intercensal Estimate,0.028384736016727752
King,1989,1463300,Intercensal Estimate,0.024286646264465084
Kitsap,1989,183150,Intercensal Estimate,0.021102221726646775
Kittitas,1989,26028,Intercensal Estimate,0.007197585326213174
Klickitat,1989,16242,Intercensal Estimate,0.01133250311332512
Lewis,1989,58499,Intercensal Estimate,0.01120118926206981
Lincoln,1989,8913,Intercensal Estimate,-0.004467776164414183
Mason,1989,37729,Intercensal Estimate,0.02003352438628747
Okanogan,1989,33049,Intercensal Estimate,0.006732057999268903
Pacific,1989,18427,Intercensal Estimate,0.013753644715849722
Pend Oreille,1989,8782,Intercensal Estimate,0.0007977207977207801
Pierce,1989,573571,Intercensal Estimate,0.02742996965560729
San Juan,1989,9638,Intercensal Estimate,0.020002116626097965
Skagit,1989,75613,Intercensal Estimate,0.030079694843675453
Skamania,1989,8200,Intercensal Estimate,0.011596348383913213
Snohomish,1989,444460,Intercensal Estimate,0.05225776361488399
Spokane,1989,352715,Intercensal Estimate,0.009444356996694436
Stevens,1989,30798,Intercensal Estimate,0.0023759153783564635
Thurston,1989,156056,Intercensal Estimate,0.03907103097451192
Wahkiakum,1989,3356,Intercensal Estimate,0.0014920919128618149
Walla Walla,1989,48276,Intercensal Estimate,0.003972132681709484
Whatcom,1989,123675,Intercensal Estimate,0.031665262472993616
Whitman,1989,38266,Intercensal Estimate,0.006417337331018791
Yakima,1989,186187,Intercensal Estimate,0.007996318553407988
Adams,1990,13603,Census Count,0.002431834929992549
Asotin,1990,17605,Census Count,0.016161616161616266
Benton,1990,112560,Census Count,0.010830324909747224
Chelan,1990,52250,Census Count,0.023065476190476275
Clallam,1990,56204,Census Count,0.017138100150207114
Clark,1990,238053,Census Count,0.052461016769310254
Columbia,1990,4024,Census Count,-0.007155193683691108
Cowlitz,1990,82119,Census Count,0.015482211532516388
Douglas,1990,26205,Census Count,0.04569034317637666
Ferry,1990,6295,Census Count,0.023743698162302707
Franklin,1990,37473,Census Count,0.006770371564439381
Garfield,1990,2248,Census Count,-0.002219263204616073
Grant,1990,54798,Census Count,0.04091634374287678
Grays Harbor,1990,64175,Census Count,0.003973654980366392
Island,1990,60195,Census Count,0.064964704633512
Jefferson,1990,20406,Census Count,0.037259187719209
King,1990,1507305,Census Count,0.030072439007722274
Kitsap,1990,189731,Census Count,0.035932295932295855
Kittitas,1990,26725,Census Count,0.026778853542339
Klickitat,1990,16616,Census Count,0.023026720847186377
Lewis,1990,59358,Census Count,0.014684011692507548
Lincoln,1990,8864,Census Count,-0.005497587793111158
Mason,1990,38341,Census Count,0.01622094410135433
Okanogan,1990,33350,Census Count,0.009107688583618323
Pacific,1990,18882,Census Count,0.0246920280023879
Pend Oreille,1990,8915,Census Count,0.01514461398314726
Pierce,1990,586203,Census Count,0.02202342866009621
San Juan,1990,10035,Census Count,0.04119111848931323
Skagit,1990,79545,Census Count,0.052001639929641685
Skamania,1990,8289,Census Count,0.010853658536585264
Snohomish,1990,465628,Census Count,0.04762633307834219
Spokane,1990,361333,Census Count,0.024433324355357833
Stevens,1990,30948,Census Count,0.004870446132865691
Thurston,1990,161238,Census Count,0.03320602860511612
Wahkiakum,1990,3327,Census Count,-0.00864123957091778
Walla Walla,1990,48439,Census Count,0.0033764189245173437
Whatcom,1990,127780,Census Count,0.033191833434404794
Whitman,1990,38775,Census Count,0.013301625463858269
Yakima,1990,188823,Census Count,0.014157809084415218
Adams,1991,13823,Intercensal Estimate,0.016172903036095088
Asotin,1991,17677,Intercensal Estimate,0.004089747230900276
Benton,1991,114439,Intercensal Estimate,0.016693319118692207
Chelan,1991,53436,Intercensal Estimate,0.02269856459330133
Clallam,1991,57626,Intercensal Estimate,0.025300690342324295
Clark,1991,248417,Intercensal Estimate,0.043536523379247516
Columbia,1991,4044,Intercensal Estimate,0.00497017892644136
Cowlitz,1991,82862,Intercensal Estimate,0.009047845200258253
Douglas,1991,27648,Intercensal Estimate,0.05506582713222663
Ferry,1991,6366,Intercensal Estimate,0.011278792692613226
Franklin,1991,38522,Intercensal Estimate,0.027993488645157827
Garfield,1991,2259,Intercensal Estimate,0.0048932384341637825
Grant,1991,56008,Intercensal Estimate,0.022081097850286557
Grays Harbor,1991,64309,Intercensal Estimate,0.0020880405142189584
Island,1991,62176,Intercensal Estimate,0.03290971010881294
Jefferson,1991,21144,Intercensal Estimate,0.03616583357835923
King,1991,1549991,Intercensal Estimate,0.028319417768799315
Kitsap,1991,196926,Intercensal Estimate,0.03792211077789087
Kittitas,1991,27203,Intercensal Estimate,0.01788587464920477
Klickitat,1991,16770,Intercensal Estimate,0.009268175252768351
Lewis,1991,59975,Intercensal Estimate,0.010394555072610334
Lincoln,1991,8939,Intercensal Estimate,0.00846119133573997
Mason,1991,39473,Intercensal Estimate,0.029524529876633343
Okanogan,1991,33834,Intercensal Estimate,0.014512743628185998
Pacific,1991,19024,Intercensal Estimate,0.007520389789217319
Pend Oreille,1991,9154,Intercensal Estimate,0.026808749298934398
Pierce,1991,598065,Intercensal Estimate,0.020235310975890597
San Juan,1991,10783,Intercensal Estimate,0.07453911310413552
Skagit,1991,82803,Intercensal Estimate,0.04095794833113331
Skamania,1991,8532,Intercensal Estimate,0.02931596091205213
Snohomish,1991,488075,Intercensal Estimate,0.048208011545697316
Spokane,1991,365887,Intercensal Estimate,0.012603332659900879
Stevens,1991,31617,Intercensal Estimate,0.021616905777433137
Thurston,1991,167663,Intercensal Estimate,0.03984792666741099
Wahkiakum,1991,3347,Intercensal Estimate,0.006011421701232367
Walla Walla,1991,48817,Intercensal Estimate,0.007803629306963433
Whatcom,1991,132669,Intercensal Estimate,0.03826107372045695
Whitman,1991,38560,Intercensal Estimate,-0.005544809800128947
Yakima,1991,191490,Intercensal Estimate,0.014124338666370084
Adams,1992,14063,Intercensal Estimate,0.017362367069377216
Asotin,1992,17866,Intercensal Estimate,0.01069185947841822
Benton,1992,116503,Intercensal Estimate,0.018035809470547726
Chelan,1992,54965,Intercensal Estimate,0.02861366868777604
Clallam,1992,58275,Intercensal Estimate,0.011262277444209268
Clark,1992,255915,Intercensal Estimate,0.030183119512754653
Columbia,1992,4041,Intercensal Estimate,-0.0007418397626113293
Cowlitz,1992,83802,Intercensal Estimate,0.011344162583572626
Douglas,1992,27423,Intercensal Estimate,-0.00813802083333337
Ferry,1992,6465,Intercensal Estimate,0.015551366635249808
Franklin,1992,39077,Intercensal Estimate,0.014407351643216826
Garfield,1992,2272,Intercensal Estimate,0.0057547587428066205
Grant,1992,57596,Intercensal Estimate,0.028353092415369208
Grays Harbor,1992,64636,Intercensal Estimate,0.005084824830117185
Island,1992,63289,Intercensal Estimate,0.017900797735460605
Jefferson,1992,21940,Intercensal Estimate,0.037646613696556974
King,1992,1570997,Intercensal Estimate,0.013552336755503713
Kitsap,1992,202113,Intercensal Estimate,0.02633984339294959
Kittitas,1992,27684,Intercensal Estimate,0.01768187332279525
Klickitat,1992,16858,Intercensal Estimate,0.005247465712582056
Lewis,1992,60662,Intercensal Estimate,0.01145477282200913
Lincoln,1992,8973,Intercensal Estimate,0.0038035574449044596
Mason,1992,40524,Intercensal Estimate,0.026625794847110695
Okanogan,1992,34388,Intercensal Estimate,0.016374061594845335
Pacific,1992,19221,Intercensal Estimate,0.010355340622371756
Pend Oreille,1992,9353,Intercensal Estimate,0.021739130434782705
Pierce,1992,610619,Intercensal Estimate,0.020991029403158556
San Juan,1992,11379,Intercensal Estimate,0.05527218770286568
Skagit,1992,85023,Intercensal Estimate,0.026810622803521644
Skamania,1992,8625,Intercensal Estimate,0.010900140646976197
Snohomish,1992,496461,Intercensal Estimate,0.017181785586231735
Spokane,1992,371147,Intercensal Estimate,0.01437602319841913
Stevens,1992,32339,Intercensal Estimate,0.022835816174842538
Thurston,1992,172425,Intercensal Estimate,0.02840221157917977
Wahkiakum,1992,3358,Intercensal Estimate,0.0032865252464893135
Walla Walla,1992,49361,Intercensal Estimate,0.011143658971259907
Whatcom,1992,137791,Intercensal Estimate,0.03860736117706476
Whitman,1992,38770,Intercensal Estimate,0.005446058091286288
Yakima,1992,194939,Intercensal Estimate,0.01801138440649641
Adams,1993,14335,Intercensal Estimate,0.019341534523216852
Asotin,1993,18124,Intercensal Estimate,0.014440837344676938
Benton,1993,119374,Intercensal Estimate,0.024643142236680626
Chelan,1993,56423,Intercensal Estimate,0.026525971072500765
Clallam,1993,59155,Intercensal Estimate,0.01510081510081518
Clark,1993,264548,Intercensal Estimate,0.033733856944688556
Columbia,1993,4047,Intercensal Estimate,0.0014847809948033142
Cowlitz,1993,84813,Intercensal Estimate,0.012064151213574847
Douglas,1993,28143,Intercensal Estimate,0.02625533311453898
Ferry,1993,6561,Intercensal Estimate,0.014849187935034758
Franklin,1993,40092,Intercensal Estimate,0.025974358318192392
Garfield,1993,2268,Intercensal Estimate,-0.0017605633802817433
Grant,1993,59444,Intercensal Estimate,0.03208556149732611
Grays Harbor,1993,64930,Intercensal Estimate,0.004548548796336371
Island,1993,64303,Intercensal Estimate,0.016021741534863798
Jefferson,1993,22641,Intercensal Estimate,0.03195077484047393
King,1993,1590603,Intercensal Estimate,0.012479972908923331
Kitsap,1993,207976,Intercensal Estimate,0.029008524934071467
Kittitas,1993,28295,Intercensal Estimate,0.022070510041901414
Klickitat,1993,17067,Intercensal Estimate,0.012397674694507144
Lewis,1993,61523,Intercensal Estimate,0.014193399492268721
Lincoln,1993,9036,Intercensal Estimate,0.007021063189568633
Mason,1993,41693,Intercensal Estimate,0.028847102951337522
Okanogan,1993,35004,Intercensal Estimate,0.017913225543794375
Pacific,1993,19449,Intercensal Estimate,0.011862025909161744
Pend Oreille,1993,9627,Intercensal Estimate,0.02929541323639473
Pierce,1993,623697,Intercensal Estimate,0.021417610654106634
San Juan,1993,12049,Intercensal Estimate,0.058880393707707146
Skagit,1993,87550,Intercensal Estimate,0.02972136951177906
Skamania,1993,8736,Intercensal Estimate,0.012869565217391354
Snohomish,1993,507336,Intercensal Estimate,0.021905043900729337
Spokane,1993,377020,Intercensal Estimate,0.015823918824616756
Stevens,1993,33250,Intercensal Estimate,0.028170320665450443
Thurston,1993,177058,Intercensal Estimate,0.026869653472524346
Wahkiakum,1993,3420,Intercensal Estimate,0.01846337105419882
Walla Walla,1993,50015,Intercensal Estimate,0.013249326391280514
Whatcom,1993,141270,Intercensal Estimate,0.02524838342126845
Whitman,1993,38909,Intercensal Estimate,0.0035852463244776533
Yakima,1993,198225,Intercensal Estimate,0.016856555127501505
Adams,1994,14679,Intercensal Estimate,0.02399720962678753
Asotin,1994,18666,Intercensal Estimate,0.02990509821231524
Benton,1994,123457,Intercensal Estimate,0.03420342788211839
Chelan,1994,58319,Intercensal Estimate,0.033603317795934284
Clallam,1994,59919,Intercensal Estimate,0.012915222719972919
Clark,1994,274423,Intercensal Estimate,0.037327819526135064
Columbia,1994,4053,Intercensal Estimate,0.00148257968865817
Cowlitz,1994,85921,Intercensal Estimate,0.013064034994635154
Douglas,1994,28692,Intercensal Estimate,0.019507515190278157
Ferry,1994,6648,Intercensal Estimate,0.013260173754001015
Franklin,1994,41280,Intercensal Estimate,0.029631846752469215
Garfield,1994,2310,Intercensal Estimate,0.0185185185185186
Grant,1994,61638,Intercensal Estimate,0.03690868716775442
Grays Harbor,1994,65441,Intercensal Estimate,0.007870013861081215
Island,1994,65139,Intercensal Estimate,0.013000948633811849
Jefferson,1994,23313,Intercensal Estimate,0.029680667815025874
King,1994,1609529,Intercensal Estimate,0.011898632153969357
Kitsap,1994,212429,Intercensal Estimate,0.021411124360503075
Kittitas,1994,28938,Intercensal Estimate,0.02272486305000876
Klickitat,1994,17295,Intercensal Estimate,0.013359114079803058
Lewis,1994,62456,Intercensal Estimate,0.015165060221380644
Lincoln,1994,9181,Intercensal Estimate,0.016046923417441405
Mason,1994,42918,Intercensal Estimate,0.0293814309356486
Okanogan,1994,35709,Intercensal Estimate,0.020140555365101065
Pacific,1994,19700,Intercensal Estimate,0.012905547843076848
Pend Oreille,1994,9918,Intercensal Estimate,0.030227485197880988
Pierce,1994,636802,Intercensal Estimate,0.021011805411922824
San Juan,1994,12409,Intercensal Estimate,0.0298779981741224
Skagit,1994,90120,Intercensal Estimate,0.029354654483152443
Skamania,1994,8908,Intercensal Estimate,0.01968864468864462
Snohomish,1994,519960,Intercensal Estimate,0.024882917829603945
Spokane,1994,384035,Intercensal Estimate,0.018606439976659006
Stevens,1994,34250,Intercensal Estimate,0.03007518796992481
Thurston,1994,181715,Intercensal Estimate,0.02630211569090357
Wahkiakum,1994,3482,Intercensal Estimate,0.018128654970760216
Walla Walla,1994,50761,Intercensal Estimate,0.014915525342397373
Whatcom,1994,146056,Intercensal Estimate,0.03387838890068662
Whitman,1994,39064,Intercensal Estimate,0.003983654167416306
Yakima,1994,202044,Intercensal Estimate,0.019265985622398896
Adams,1995,15030,Intercensal Estimate,0.02391171060698949
Asotin,1995,18937,Intercensal Estimate,0.014518375656273452
Benton,1995,128359,Intercensal Estimate,0.039706132499574665
Chelan,1995,60079,Intercensal Estimate,0.03017884394451209
Clallam,1995,60548,Intercensal Estimate,0.010497504965036208
Clark,1995,286804,Intercensal Estimate,0.04511648076145214
Columbia,1995,4051,Intercensal Estimate,-0.000493461633358061
Cowlitz,1995,87232,Intercensal Estimate,0.015258202302114832
Douglas,1995,29312,Intercensal Estimate,0.021608810818346535
Ferry,1995,6812,Intercensal Estimate,0.02466907340553548
Franklin,1995,42516,Intercensal Estimate,0.029941860465116266
Garfield,1995,2322,Intercensal Estimate,0.0051948051948051965
Grant,1995,64099,Intercensal Estimate,0.03992666861351757
Grays Harbor,1995,65820,Intercensal Estimate,0.005791476291621356
Island,1995,66378,Intercensal Estimate,0.019020863077419126
Jefferson,1995,23950,Intercensal Estimate,0.027323810749367405
King,1995,1625241,Intercensal Estimate,0.009761862010563283
Kitsap,1995,218308,Intercensal Estimate,0.027675129101958795
Kittitas,1995,29791,Intercensal Estimate,0.02947681249568035
Klickitat,1995,17603,Intercensal Estimate,0.01780861520670718
Lewis,1995,63835,Intercensal Estimate,0.02207954399897538
Lincoln,1995,9330,Intercensal Estimate,0.016229168935845806
Mason,1995,44128,Intercensal Estimate,0.028193298848967707
Okanogan,1995,36702,Intercensal Estimate,0.027808115601108963
Pacific,1995,19990,Intercensal Estimate,0.014720812182741128
Pend Oreille,1995,10267,Intercensal Estimate,0.03518854607783828
Pierce,1995,649284,Intercensal Estimate,0.019601069092119783
San Juan,1995,12747,Intercensal Estimate,0.02723829478604234
Skagit,1995,92627,Intercensal Estimate,0.027818464269862453
Skamania,1995,9057,Intercensal Estimate,0.016726537943421604
Snohomish,1995,531704,Intercensal Estimate,0.022586352796369003
Spokane,1995,391318,Intercensal Estimate,0.01896441730571441
Stevens,1995,35523,Intercensal Estimate,0.037167883211678854
Thurston,1995,186419,Intercensal Estimate,0.025886690696970582
Wahkiakum,1995,3546,Intercensal Estimate,0.018380241240666173
Walla Walla,1995,51461,Intercensal Estimate,0.013790114457949976
Whatcom,1995,149942,Intercensal Estimate,0.026606233225612064
Whitman,1995,39451,Intercensal Estimate,0.009906819578128223
Yakima,1995,206046,Intercensal Estimate,0.01980756666864636
Adams,1996,15323,Intercensal Estimate,0.019494344644045203
Asotin,1996,19622,Intercensal Estimate,0.03617257221312764
Benton,1996,132590,Intercensal Estimate,0.032962238721087056
Chelan,1996,61240,Intercensal Estimate,0.019324556001264925
Clallam,1996,61469,Intercensal Estimate,0.015211072207174547
Clark,1996,298364,Intercensal Estimate,0.040306271879053224
Columbia,1996,4051,Intercensal Estimate,0.0
Cowlitz,1996,88531,Intercensal Estimate,0.014891324284666219
Douglas,1996,29967,Intercensal Estimate,0.022345796943231466
Ferry,1996,6950,Intercensal Estimate,0.020258367586611925
Franklin,1996,43694,Intercensal Estimate,0.02770721610687743
Garfield,1996,2344,Intercensal Estimate,0.009474590869939625
Grant,1996,66484,Intercensal Estimate,0.03720806876862359
Grays Harbor,1996,66172,Intercensal Estimate,0.005347918565785426
Island,1996,67308,Intercensal Estimate,0.014010666184579135
Jefferson,1996,24412,Intercensal Estimate,0.019290187891440436
King,1996,1640249,Intercensal Estimate,0.009234322786589866
Kitsap,1996,221849,Intercensal Estimate,0.016220202649467774
Kittitas,1996,30372,Intercensal Estimate,0.01950253432244642
Klickitat,1996,17926,Intercensal Estimate,0.018349145032096725
Lewis,1996,65043,Intercensal Estimate,0.01892378789065563
Lincoln,1996,9471,Intercensal Estimate,0.01511254019292596
Mason,1996,45261,Intercensal Estimate,0.025675308194343716
Okanogan,1996,37501,Intercensal Estimate,0.021769930793962278
Pacific,1996,20240,Intercensal Estimate,0.012506253126563172
Pend Oreille,1996,10579,Intercensal Estimate,0.03038862374598228
Pierce,1996,653212,Intercensal Estimate,0.006049740945410553
San Juan,1996,12833,Intercensal Estimate,0.006746685494626092
Skagit,1996,94781,Intercensal Estimate,0.02325455860602199
Skamania,1996,9236,Intercensal Estimate,0.019763718670641417
Snohomish,1996,542738,Intercensal Estimate,0.020752147811564425
Spokane,1996,397508,Intercensal Estimate,0.01581833700468671
Stevens,1996,36504,Intercensal Estimate,0.027615910818343137
Thurston,1996,190409,Intercensal Estimate,0.021403397722335127
Wahkiakum,1996,3615,Intercensal Estimate,0.019458544839255465
